Starting next Tree
1,5,1,-1,195.5,false,2,3
2,2,2,-1,193.536,false,4,5
4,5,3,-1,45.5,false,8,9
8,7,4,-1,7.86889,false,16,17
16,8,5,-1,60.1382,false,32,33
32,0,6,-1,14.91,false,64,65
64,2,7,-1,32.384,false,128,129
128,7,8,-1,2.90666,false,256,257
256,1,9,-1,536,false,512,513
512,1,10,-1,486.4,false,1024,1025
1024,-1,11,0,-1,true,-1,-1
1025,-1,11,1,-1,true,-1,-1
513,-1,10,0,-1,true,-1,-1
257,9,9,-1,14.0576,false,514,515
514,9,10,-1,12.2577,false,1028,1029
1028,2,11,-1,12.288,false,2056,2057
2056,-1,12,0,-1,true,-1,-1
2057,-1,12,1,-1,true,-1,-1
1029,-1,11,1,-1,true,-1,-1
515,2,10,-1,6.144,false,1030,1031
1030,-1,11,1,-1,true,-1,-1
1031,-1,11,0,-1,true,-1,-1
129,1,8,-1,872.4,false,258,259
258,9,9,-1,16.6301,false,516,517
516,-1,10,0,-1,true,-1,-1
517,0,10,-1,11.72,false,1034,1035
1034,8,11,-1,-1.11562,false,2068,2069
2068,8,12,-1,-10.2639,false,4136,4137
4136,-1,13,0,-1,true,-1,-1
4137,6,13,-1,0.10039,false,8274,8275
8274,5,14,-1,20,false,16548,16549
16548,-1,15,0,-1,true,-1,-1
16549,-1,15,1,-1,true,-1,-1
8275,-1,14,1,-1,true,-1,-1
2069,6,12,-1,0.703252,false,4138,4139
4138,4,13,-1,29.4409,false,8276,8277
8276,-1,14,1,-1,true,-1,-1
8277,-1,14,0,-1,true,-1,-1
4139,-1,13,0,-1,true,-1,-1
1035,9,11,-1,17.9641,false,2070,2071
2070,-1,12,1,-1,true,-1,-1
2071,-1,12,0,-1,true,-1,-1
259,7,9,-1,1.5565,false,518,519
518,-1,10,0,-1,true,-1,-1
519,1,10,-1,1312.8,false,1038,1039
1038,0,11,-1,10.67,false,2076,2077
2076,4,12,-1,23.2942,false,4152,4153
4152,-1,13,0,-1,true,-1,-1
4153,-1,13,1,-1,true,-1,-1
2077,-1,12,0,-1,true,-1,-1
1039,-1,11,0,-1,true,-1,-1
65,3,7,-1,14.25,false,130,131
130,-1,8,1,-1,true,-1,-1
131,-1,8,0,-1,true,-1,-1
33,-1,6,1,-1,true,-1,-1
17,2,5,-1,80,false,34,35
34,-1,6,0,-1,true,-1,-1
35,-1,6,1,-1,true,-1,-1
9,3,4,-1,78.8,false,18,19
18,9,5,-1,11.0998,false,36,37
36,-1,6,0,-1,true,-1,-1
37,8,6,-1,-3.12492,false,74,75
74,1,7,-1,24.55,false,148,149
148,2,8,-1,48,false,296,297
296,-1,9,0,-1,true,-1,-1
297,-1,9,1,-1,true,-1,-1
149,-1,8,0,-1,true,-1,-1
75,1,7,-1,85.55,false,150,151
150,2,8,-1,96,false,300,301
300,8,9,-1,-0.184636,false,600,601
